City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp (F),Wind Speed
pyra,58,RU,1627242385,52,56.2953,43.3527,61.34,2.01
meiktila,100,MM,1627242386,89,20.8667,95.8667,75.96,10.6
panzhihua,76,CN,1627242386,91,26.5851,101.7128,68.72,1.52
ierapetra,0,GR,1627242387,72,35.01,25.7353,77.18,15.97
manzil salim,43,TN,1627242387,26,35.8567,8.4765,95.0,6.49
ilmenau,95,DE,1627242387,87,50.6833,10.9,68.67,5.03
komatipoort,5,ZA,1627242387,82,-25.4332,31.9548,58.05,2.89
sovetskaya gavan,71,RU,1627242388,95,48.9723,140.2878,67.46,3.0
jining,60,CN,1627242388,81,35.405,116.5814,74.43,3.47
alice springs,40,AU,1627242389,40,-23.7,133.8833,51.35,4.61
lithakia,0,GR,1627242389,50,37.7167,20.8333,79.88,1.14
grand gaube,8,MU,1627242389,60,-20.0064,57.6608,70.2,5.01
awbari,0,LY,1627242389,20,26.5921,12.7805,86.04,10.27
tarakan,86,ID,1627242390,80,3.3,117.6333,80.29,1.19
qui nhon,99,VN,1627242390,68,13.7667,109.2333,81.7,22.37
aquiraz,3,BR,1627242390,73,-3.9014,-38.3911,84.29,12.03
bunesti,21,RO,1627242391,50,46.8333,27.9667,72.84,3.6
saint-louis,45,SN,1627242107,49,16.3333,-15.0,100.04,22.01
ampanihy,50,MG,1627242391,70,-24.7,44.75,60.96,13.22
evensk,100,RU,1627242179,99,61.95,159.2333,48.63,7.23
avera,84,US,1627242391,50,33.194,-82.5271,91.71,4.41
haines junction,98,CA,1627242392,62,60.7522,-137.5108,57.15,1.14
carroll,1,US,1627242392,66,39.5501,-77.0164,91.72,5.99
asau,82,RO,1627242392,84,46.4333,26.4,70.75,2.59
ayan,90,RU,1627242392,94,56.45,138.1667,60.28,1.03
surab,24,PK,1627242393,41,28.4914,66.2585,82.56,3.27
jishou,0,CN,1627242393,90,28.3167,109.7167,73.83,1.43
chengdu,20,CN,1627242393,94,30.6667,104.0667,78.69,2.24
samfya,1,ZM,1627242394,52,-11.3649,29.5565,56.79,13.89
kapoeta,100,SS,1627242394,59,4.7717,33.5903,71.87,15.01
aasiaat,100,GL,1627242394,76,68.7098,-52.8699,40.06,12.08
cabedelo,2,BR,1627242395,79,-6.9811,-34.8339,79.47,13.69
katherine,75,AU,1627242395,77,-14.4667,132.2667,66.52,6.91
traverse city,20,US,1627242395,33,44.7631,-85.6206,87.87,11.5
palu,58,ID,1627242396,93,-0.8917,119.8707,73.98,3.09
bethel,75,US,1627242289,81,41.3712,-73.414,82.02,1.01
khandyga,63,RU,1627242103,94,62.6667,135.6,56.57,2.66
mackay,8,AU,1627242396,87,-21.15,149.2,52.05,4.61
cesis,13,LV,1627242396,70,57.3119,25.2746,66.72,2.68
puerto quijarro,0,BO,1627242397,20,-17.7833,-57.7667,97.39,7.2
kununurra,99,AU,1627242251,82,-15.7667,128.7333,58.98,4.61
weatherford,0,US,1627242397,40,32.7593,-97.7972,100.33,5.08
buraydah,3,SA,1627242397,13,26.326,43.975,102.65,10.71
micheweni,4,TZ,1627242397,72,-4.9667,39.8333,75.65,18.84
harindanga,100,IN,1627242398,81,22.0383,88.3214,84.18,6.53
chokurdakh,1,RU,1627242302,67,70.6333,147.9167,41.11,9.71
saint-georges,20,GD,1627242398,74,12.0564,-61.7485,85.68,17.27
casper,1,US,1627242398,17,42.8666,-106.3131,94.01,5.01
dingle,34,PH,1627242399,89,10.9995,122.6711,77.14,9.69
aguimes,20,ES,1627242399,66,27.9054,-15.4461,72.23,25.32
saint george,6,US,1627242399,34,37.1041,-113.5841,99.63,1.01
mmabatho,0,ZA,1627242400,56,-25.85,25.6333,40.96,3.44
batticaloa,100,LK,1627242400,73,7.7102,81.6924,81.72,8.19
port blair,100,IN,1627242400,86,11.6667,92.75,82.17,16.6
cherskiy,23,RU,1627242400,63,68.75,161.3,45.93,7.2
baherden,0,TM,1627242401,29,38.4362,57.4316,95.22,8.57
amherst,1,US,1627242210,64,41.3978,-82.2224,89.01,1.99
sadiqabad,100,PK,1627242401,40,28.3062,70.1307,99.54,17.98
lasa,67,IT,1627242401,89,46.6166,10.7002,65.28,2.28
namibe,0,AO,1627242402,87,-15.1961,12.1522,66.6,4.92
luderitz,100,NA,1627242109,23,-26.6481,15.1594,67.35,4.76
goundam,14,ML,1627242402,36,16.4145,-3.6708,95.7,4.45
namatanai,95,PG,1627242402,84,-3.6667,152.4333,78.44,1.72
nkwerre,46,NG,1627242403,79,5.7556,7.1063,73.06,4.59
la asuncion,100,VE,1627242312,76,11.0333,-63.8628,81.05,6.51
kavaratti,100,IN,1627242403,79,10.5669,72.642,81.0,21.61
maragogi,19,BR,1627242403,86,-9.0122,-35.2225,74.55,13.42
chifeng,100,CN,1627242159,79,42.2683,118.9636,73.56,6.13
san quintin,100,MX,1627242404,84,30.4833,-115.95,68.38,9.06
ewa beach,40,US,1627242404,67,21.3156,-158.0072,85.95,15.99
turukhansk,19,RU,1627242404,76,65.8167,87.9833,63.48,5.41
itambacuri,0,BR,1627242405,55,-18.0311,-41.685,72.23,9.04
beringovskiy,100,RU,1627242405,90,63.05,179.3167,51.76,1.61
caravelas,29,BR,1627242405,71,-17.7125,-39.2481,71.06,7.83
tarko-sale,100,RU,1627242405,88,64.9225,77.785,59.34,6.13
moerai,81,PF,1627242406,80,-22.4333,-151.3333,73.24,8.12
mocuba,71,MZ,1627242406,82,-16.8392,36.9856,61.18,5.41
portland,1,US,1627242167,47,45.5234,-122.6762,88.63,1.01
matata,100,NZ,1627242406,89,-37.8833,176.75,58.84,18.54
nouadhibou,8,MR,1627242407,88,20.931,-17.0347,71.58,20.71
talara,0,PE,1627242407,73,-4.5772,-81.2719,77.76,14.97
alekseyevsk,87,RU,1627242407,69,57.8406,108.3492,61.23,3.62
swellendam,100,ZA,1627242407,35,-34.0226,20.4417,46.78,6.53
valdivia,63,CL,1627242408,85,-39.8142,-73.2459,50.09,4.56
fez,0,MA,1627242224,36,34.0372,-4.9998,80.85,10.36
puerto lempira,100,HN,1627242408,67,15.2667,-83.7667,84.67,8.61
labuhan,47,ID,1627242409,83,-6.8844,112.2051,72.81,7.47
batemans bay,4,AU,1627242409,62,-35.7167,150.1833,52.2,8.28
alibag,100,IN,1627242409,88,18.6411,72.8792,82.47,19.89
gogaran,87,AM,1627242409,96,40.8926,44.1992,64.24,5.91
necochea,100,AR,1627242410,83,-38.5473,-58.7368,50.04,18.01
chancay,16,PE,1627242410,74,-11.5714,-77.2672,66.07,8.79
chernyshevskiy,25,RU,1627242410,64,63.0128,112.4714,60.24,1.83
urumqi,0,CN,1627242135,26,43.801,87.6005,79.75,6.71
souillac,20,MU,1627242411,64,-20.5167,57.5167,70.18,12.66
yumen,4,CN,1627242411,33,40.2833,97.2,76.3,10.07
stornoway,75,GB,1627242411,94,58.2093,-6.3865,57.92,10.36
yar-sale,51,RU,1627242412,84,66.8333,70.8333,45.52,9.1
luanda,0,AO,1627242188,83,-8.8368,13.2343,71.6,6.91
kaoma,0,ZM,1627242412,45,-14.7833,24.8,54.88,8.08
allapalli,22,IN,1627242412,92,19.4167,80.0667,76.42,4.09
richards bay,0,ZA,1627242413,83,-28.783,32.0377,57.54,6.87
port hedland,95,AU,1627242413,82,-20.3167,118.5667,59.05,5.75
najran,90,SA,1627242133,30,17.4924,44.1277,86.65,4.34
kruisfontein,70,ZA,1627242414,37,-34.0033,24.7314,54.28,5.91
oktyabrskiy,2,RU,1627242414,60,54.4815,53.471,51.13,2.42
koumac,5,NC,1627242414,86,-20.5667,164.2833,68.27,9.24
thanh hoa,98,VN,1627242414,93,19.8,105.7667,78.06,3.96
hanzhong,58,CN,1627242415,92,33.0728,107.0303,71.58,0.65
noumea,66,NC,1627242415,99,-22.2763,166.4572,69.01,6.73
garden city,20,US,1627242415,38,42.3256,-83.331,90.81,10.36
guantanamo,96,CU,1627242416,54,20.1444,-75.2092,87.37,11.16
guajara,86,BR,1627242416,32,-2.9667,-57.6667,95.22,3.69
paraiso,100,CR,1627242416,92,9.8383,-83.8656,73.42,2.93
general jose eduvigis diaz,100,PY,1627242417,35,-27.1667,-58.4167,92.05,5.75
uruacu,0,BR,1627242417,21,-14.5247,-49.1408,86.65,0.34
oranjemund,100,NA,1627242417,23,-28.55,16.4333,66.18,5.97
gunjur,40,GM,1627242418,65,13.2019,-16.7339,84.27,8.05
venice,20,US,1627242418,66,27.0998,-82.4543,95.23,12.66
severo-yeniseyskiy,21,RU,1627242418,67,60.3725,93.0408,61.81,3.89
vitim,9,RU,1627242216,69,59.4511,112.5578,59.88,2.62
half moon bay,20,US,1627242419,66,37.4636,-122.4286,90.12,1.99
sinnamary,63,GF,1627242419,77,5.3833,-52.95,81.19,6.02
mahebourg,20,MU,1627242419,64,-20.4081,57.7,70.09,12.66
zhireken,100,RU,1627242420,92,52.8249,117.3076,55.9,3.67
hay river,40,CA,1627242193,51,60.8156,-115.7999,60.78,6.91
pangai,20,TO,1627242123,94,-19.8,-174.35,71.71,2.3
colwyn bay,5,GB,1627242420,76,53.2948,-3.7267,66.27,0.85
bud,35,US,1627242421,73,39.447,-86.1758,88.18,3.22
zhigansk,38,RU,1627242421,66,66.7697,123.3711,58.62,8.61
olafsvik,72,IS,1627242147,91,64.8945,-23.7142,49.75,17.34
jieshi,14,CN,1627242421,82,22.8134,115.8257,85.95,11.63
coxim,0,BR,1627242422,19,-18.5067,-54.76,94.55,11.3
cidreira,0,BR,1627242422,67,-30.1811,-50.2056,68.14,10.83
pangoa,26,PE,1627242187,38,-12.1167,-73.0,87.71,4.38
uvinza,12,TZ,1627242423,63,-5.1036,30.3911,65.86,2.68
pineville,20,US,1627242423,58,31.3224,-92.4343,95.29,6.91
umm kaddadah,94,SD,1627242423,43,13.6017,26.6876,88.63,18.1
kaeo,32,NZ,1627242424,96,-35.1,173.7833,56.32,9.42
ribeira grande,20,PT,1627242424,78,38.5167,-28.7,73.8,4.61
macon,20,US,1627242424,62,39.8667,-88.9668,89.65,9.22
takaka,100,NZ,1627242425,93,-40.85,172.8,54.55,16.26
lyubech,49,UA,1627242425,73,51.7026,30.6569,65.55,3.18
klyuchi,51,RU,1627242425,56,52.2667,79.1667,70.9,7.27
otane,100,NZ,1627242426,89,-39.8833,176.6333,54.01,12.73
nurota,0,UZ,1627242226,16,40.5614,65.6886,89.69,15.48
havre,90,FR,1627242426,94,49.5833,0.3333,64.83,8.05
anloga,10,GH,1627242426,80,5.7947,0.8973,77.22,14.29
solnechnyy,100,RU,1627242151,76,50.7214,136.6319,72.41,1.99
camacha,40,PT,1627242427,78,33.0833,-16.3333,75.52,12.66
waingapu,7,ID,1627242427,72,-9.6567,120.2641,71.28,3.31
sao felix do xingu,77,BR,1627242427,23,-6.6447,-51.995,94.64,4.63
malpura,99,IN,1627242428,65,26.2833,75.3833,87.55,6.42
adrar,17,MR,1627242411,7,20.5022,-10.0711,100.99,8.79
korla,0,CN,1627242428,13,41.7597,86.1469,86.58,8.01
okhotsk,100,RU,1627242185,98,59.3833,143.3,55.99,3.4
teixoso,6,PT,1627242429,86,40.3145,-7.4576,75.2,5.75
moree,3,AU,1627242429,87,-29.4667,149.85,37.42,4.61
lhokseumawe,92,ID,1627242429,84,5.1801,97.1507,79.92,2.68
dzaoudzi,0,YT,1627242429,65,-12.7887,45.2699,76.89,13.8
leh,98,IN,1627242430,42,34.1667,77.5833,72.48,7.0
emmett,0,US,1627242201,8,43.8735,-116.4993,97.48,5.39
blois,60,FR,1627242430,85,47.5833,1.3333,66.78,6.76
asahikawa,27,JP,1627242431,93,43.7678,142.3703,71.01,2.55
belturbet,7,IE,1627242410,75,54.1,-7.45,64.33,4.52
luena,0,AO,1627242432,47,-11.7833,19.9167,56.34,5.86
havdrup,99,DK,1627242432,68,55.5448,12.1239,71.8,11.5
batagay-alyta,74,RU,1627242136,66,67.8006,130.4114,58.24,1.68
zemio,100,CF,1627242433,97,5.0314,25.1361,69.04,2.17
naryan-mar,46,RU,1627242433,88,67.6713,53.087,40.71,12.93
surgut,75,RU,1627242433,100,61.25,73.4167,59.18,6.71
dera bugti,58,PK,1627242262,34,29.0307,69.151,97.99,8.25
sharjah,33,AE,1627242363,34,25.3573,55.4033,100.69,1.14
limbang,99,MY,1627242434,97,4.75,115.0,79.11,2.26
saint-augustin,9,CA,1627242434,54,51.226,-58.6502,72.68,20.92
mogadishu,91,SO,1627242434,77,2.0371,45.3438,76.55,20.45
segou,96,ML,1627242434,52,13.4317,-6.2157,87.4,6.62
tottori,5,JP,1627242435,81,35.5,134.2333,74.08,7.99
mattru,100,SL,1627242435,93,7.6244,-11.8332,73.22,2.68
barkot,100,IN,1627242435,98,30.8167,78.2,74.1,0.27
menongue,0,AO,1627242435,44,-14.6585,17.691,55.36,5.93
nelson bay,0,AU,1627242436,65,-32.7167,152.15,55.76,3.0
denpasar,20,ID,1627242436,88,-8.65,115.2167,73.06,1.14
fairview,75,US,1627242316,68,40.8126,-73.999,87.31,3.44
lodwar,100,KE,1627242436,47,3.1191,35.5973,78.51,8.86
rio gallegos,40,AR,1627242437,56,-51.6226,-69.2181,41.05,23.02
borovskoy,48,KZ,1627242437,82,53.8,64.15,55.17,8.48
pierre,1,US,1627242437,33,44.3683,-100.351,101.98,4.0
tinaquillo,100,VE,1627242438,94,9.9186,-68.3047,74.59,1.5
gao,10,ML,1627242438,38,16.6362,1.637,93.67,9.51
amazar,98,RU,1627242438,94,53.858,120.875,58.78,4.45
phalaborwa,94,ZA,1627242438,49,-23.943,31.1411,54.68,5.17
merritt island,75,US,1627242439,79,28.5392,-80.672,94.26,12.66
lima,90,PE,1627242145,68,-12.0432,-77.0282,64.65,5.75
nyurba,6,RU,1627242439,76,63.2842,118.3319,61.99,4.88
mackenzie,90,CA,1627242317,67,55.2999,-123.1698,62.82,10.36
hofn,100,IS,1627242439,94,64.2539,-15.2082,52.02,19.93
cap-aux-meules,20,CA,1627242440,72,47.3821,-61.8597,66.25,12.66
shahreza,1,IR,1627242440,16,32.0339,51.8794,78.64,4.21
ahipara,14,NZ,1627242440,91,-35.1667,173.1667,57.36,10.92
biak,65,ID,1627242441,83,-0.9131,122.8766,74.55,5.61
gainesville,40,US,1627242441,56,29.6516,-82.3248,92.57,5.75
derbent,0,RU,1627242441,67,42.0678,48.2899,77.54,7.0
iwanai,34,JP,1627242442,96,42.9744,140.5089,68.29,5.77
heinola,89,FI,1627242442,60,61.2056,26.0381,69.89,4.47
patnos,0,TR,1627242442,26,39.2336,42.8634,70.23,0.18
san policarpo,18,PH,1627242442,81,12.1791,125.5072,79.47,7.07
boras,92,SE,1627242443,53,57.721,12.9401,71.69,8.25
cuernavaca,40,MX,1627242443,39,18.9167,-99.25,84.47,0.0
ambilobe,63,MG,1627242443,84,-13.2,49.05,64.18,3.47
nikel,93,RU,1627242444,75,69.4128,30.222,48.38,12.68
synya,90,RU,1627242444,98,65.3718,58.0387,46.0,3.94
bezlyudivka,0,UA,1627242445,43,49.8718,36.2952,72.03,8.99
tselinnoye,13,RU,1627242161,85,53.0833,85.6667,64.98,6.17
xam nua,100,LA,1627242445,100,20.4197,104.0439,68.11,1.36
caucaia,0,BR,1627242446,71,-3.7361,-38.6531,84.15,13.8
wuwei,99,CN,1627242446,34,37.9281,102.6414,73.08,6.08
jardim,0,BR,1627242447,23,-21.4803,-56.1381,92.26,8.95
pacific grove,20,US,1627242447,80,36.6177,-121.9166,84.81,7.0
boyolangu,43,ID,1627242447,92,-8.1181,111.8935,69.8,1.28
bijar,5,IR,1627242448,21,35.8668,47.6051,77.81,5.64
nacimiento,100,CL,1627242448,94,-37.5,-72.6667,50.77,6.71
galle,93,LK,1627242448,86,6.0367,80.217,78.39,13.2
nabire,100,ID,1627242449,87,-3.3667,135.4833,75.88,3.51
ibra,75,OM,1627242449,41,22.6906,58.5334,92.1,3.91
college,75,US,1627242449,57,64.8569,-147.8028,64.0,9.22
ruhengeri,100,RW,1627242449,63,-1.4998,29.635,63.09,2.64
anupgarh,6,IN,1627242450,41,29.1911,73.2086,99.09,13.24
luwingu,1,ZM,1627242450,66,-10.2621,29.9271,49.26,4.65
salalah,75,OM,1627242450,83,17.0151,54.0924,80.69,6.91
rawson,25,AR,1627242451,38,-43.3002,-65.1023,51.44,18.88
acapulco,40,MX,1627242424,74,16.8634,-99.8901,87.62,9.22
seymchan,100,RU,1627242451,95,62.8833,152.4333,57.92,6.91
terney,100,RU,1627242451,92,45.0503,136.6092,69.73,3.69
bani,54,DO,1627242451,63,18.2833,-70.3333,90.84,10.25
qianan,100,CN,1627242452,97,44.9932,124.0581,72.46,6.98
kisangani,58,CD,1627242452,65,0.5167,25.2,76.75,1.86
dovers,100,VC,1627242453,80,12.8833,-61.1833,83.79,13.0
novopavlovka,24,RU,1627242453,86,51.2172,109.2091,53.65,4.03
ereymentau,9,KZ,1627242453,84,51.6199,73.1033,63.73,13.98
miranda de ebro,87,ES,1627242453,88,42.6865,-2.947,67.59,3.18
inhambane,100,MZ,1627242454,68,-23.865,35.3833,65.46,11.65
paamiut,82,GL,1627242454,73,61.994,-49.6678,44.29,5.59
bonthe,100,SL,1627242454,80,7.5264,-12.505,76.95,7.25
general roca,76,AR,1627242455,45,-39.0333,-67.5833,57.6,18.01
taguatinga,1,BR,1627242455,23,-12.3857,-46.5711,89.73,5.03
kisanga,0,TZ,1627242455,50,-7.4362,37.7034,68.09,4.72
smolenskoye,6,RU,1627242455,72,52.3044,85.0781,65.7,6.2
kiambu,75,KE,1627242456,72,-1.1667,36.8333,63.99,0.0
houma,16,US,1627242392,78,29.5958,-90.7195,96.01,3.0
fare,2,PF,1627242456,65,-16.7,-151.0167,77.76,12.35
juegang,100,CN,1627242391,93,32.3174,121.1855,78.4,33.15
kropotkin,1,RU,1627242457,50,45.4375,40.5756,73.98,8.84
bereda,60,ES,1627242457,92,43.2686,-7.5406,64.58,3.18
talcahuano,90,CL,1627242458,93,-36.7167,-73.1167,51.48,3.44
kenora,40,CA,1627242458,34,49.8167,-94.4337,81.79,12.66
sao joao da barra,0,BR,1627242458,68,-21.6403,-41.0511,77.09,15.48
coahuayana,72,MX,1627242458,64,18.7333,-103.6833,90.88,6.02
nakonde,3,ZM,1627242459,88,-9.3421,32.745,45.55,7.78
stokmarknes,87,NO,1627242459,89,68.5646,14.9108,57.51,3.62
dakar,20,SN,1627242459,74,14.6937,-17.4441,83.28,6.91
kijang,100,KR,1627242404,88,35.2442,129.2139,80.33,6.67
mareeba,100,AU,1627242460,85,-17.0,145.4333,59.72,2.28
aloja,1,LV,1627242460,76,57.7669,24.8825,66.96,4.38
nueva germania,63,PY,1627242460,24,-23.9,-56.5667,92.34,7.07
uruguaiana,0,BR,1627242461,48,-29.7547,-57.0883,84.13,11.5
kuryk,0,KZ,1627242241,33,43.2,51.65,86.61,17.78
vetlanda,94,SE,1627242461,82,57.4289,15.0776,69.67,5.19
karpogory,27,RU,1627242461,93,64.0019,44.4451,44.53,2.39
hastings,64,GB,1627242462,95,50.8552,0.5729,65.71,2.57
vilhena,0,BR,1627242462,37,-12.7406,-60.1458,88.02,5.75
mulchen,100,CL,1627242462,91,-37.7167,-72.2333,49.86,6.38
anamur,1,TR,1627242463,58,36.0751,32.8369,82.42,9.75
dongsheng,100,CN,1627242463,75,39.8161,109.9776,69.58,12.06
mahanoro,100,MG,1627242463,91,-19.9,48.8,62.92,10.49
santa isabel do rio negro,99,BR,1627242463,94,-0.4139,-65.0192,77.38,3.49
isangel,100,VU,1627242464,87,-19.55,169.2667,75.0,12.8
yulara,5,AU,1627242464,57,-25.2406,130.9889,46.24,4.61
kaputa,59,ZM,1627242386,52,-8.4689,29.6619,64.65,10.4
betare oya,100,CM,1627242464,96,5.6,14.0833,66.9,2.39
salinopolis,92,BR,1627242465,73,-0.6136,-47.3561,82.47,10.51
zheleznodorozhnyy,100,RU,1627242465,47,55.7503,38.0042,68.14,3.2
